id,confidence,score,title,publisher,url,description,reasons
r-1470,medium,5,OntarioMath.Support — Grade 7 Number Resources,Ontario-Specific Supports and Learning Platforms,https://ontariomath.support/?pg=results&type=grade&lang=EN&grade=7,"OAME/Ministry-supported portal providing classroom-ready Grade 7 Number strand lessons, assessment plans, and subject-area webinars aligned explicitly to 2020 curriculum expectations, with a research-informed focus on fraction understanding.",title_weak:resources; url_root:/; url_trailing_slash:/
r-1630,medium,5,OntarioMath.Support — Grade 8 Resources (all subjects),Ontario-Aligned Platforms & Webinars,https://ontariomath.support/?pg=results&type=grade&lang=EN&grade=8,"The Grade 8 view of OntarioMath.Support's lesson library. Useful for finding integrated coding tasks that pull in Grade 8 expectations from other strands (e.g., coding a budget for F1, simulating data for D).",title_weak:resources; url_root:/; url_trailing_slash:/
r-1073,medium,5,OntarioMath.Support — Number Strand Resources,Ontario-Aligned Platforms,https://ontariomath.support/?pg=results&lang=EN&subject=Number&type=subject,"OntarioMath.Support provides a curated directory of Number strand resources including a Grades 1–8 learning expectations continuum PDF, virtual manipulative guides for fractions, and professional development webinars on curriculum alignment for grades 7, 8, and 9.",title_weak:resources; url_root:/; url_trailing_slash:/
r-1263,medium,5,OntarioMath.Support — Ressources pour la 7e année (FR),French-Language Curated Resource Hubs,https://ontariomath.support/?pg=results&type=grade&lang=FR&grade=7,"OAME/AFEMO joint resource portal filtered to French-language Grade 7 content. Provides lesson plans, webinars, and Ministry-aligned planning documents searchable by curriculum expectation.",url_root:/; url_trailing_slash:/; many_expectations:n=4
r-1264,medium,5,OntarioMath.Support — Ressources pour la 8e année (FR),French-Language Curated Resource Hubs,https://ontariomath.support/?pg=results&type=grade&lang=FR&grade=8,OAME/AFEMO portal filtered to French Grade 8 resources. Mirrors the Grade 7 entry point and is the most comprehensive French-language curated index for Ontario intermediate math teachers.,url_root:/; url_trailing_slash:/; many_expectations:n=4
r-1045,medium,5,Open Middle – Probability Problems,Enrichment & Problem-Solving,https://www.openmiddle.com/,"Challenging probability problems with a closed beginning and end but an open middle, requiring students to explore multiple solution paths. Promotes mathematical reasoning and classroom discourse.",title_weak:problems; url_root:/; url_trailing_slash:/
r-2278,medium,5,Our World in Data — Teaching Hub,Global data and visualization tools (HDI / GDP / SDGs),https://ourworldindata.org/teaching,"Curated entry point for educators with ready-made slide presentations and teaching notes on global development, education, and health — designed to be pulled directly into Grade 7–8 lessons.",title_strong:hub; url_shallow:/teaching
r-1668,medium,5,Past the Potholes — Grade 7 Full Year Bundle (Ontario Math 2020),Ontario Curriculum-Aligned Teacher-Created Assessment Bundles,https://teachpastthepotholes.com/product/full-year-bundle-grade-7-ontario-math-curriculum-2020/,"Past the Potholes' full-year Grade 7 Ontario bundle with built-in formative checks, mid-unit quizzes, and summative assessments for every strand. Companion to the Grade 8 bundle already in the database.",title_strong:bundle; url_trailing_slash:/; many_expectations:n=4
r-1082,medium,5,Past the Potholes — Grade 7 Operations & Number Sense Bundle,Teaching Units and Lesson Plans,https://teachpastthepotholes.com/product/number-sense-operations-grade-7-ontario-math/,"Comprehensive Grade 7 bundle covering Number Sense (B1) and Operations (B2) with lesson plans following a 3-part lesson format, Google Presentations, stations activities, study guides, tests, and tracking templates aligned to the 2020 Ontario math curriculum.",title_strong:bundle; url_trailing_slash:/; many_expectations:n=4
r-1083,medium,5,Past the Potholes — Grade 8 Operations & Number Sense Bundle,Teaching Units and Lesson Plans,https://teachpastthepotholes.com/product/grade-8-operations-number-sense-ontario-math/,"Comprehensive Grade 8 bundle for the Number strand with lesson plans, presentations, stations, assessments, and tracking templates. Updated for the 2020 Ontario curriculum covering all B1 and B2 expectations.",title_strong:bundle; url_trailing_slash:/; many_expectations:n=4
r-1190,medium,5,PBS LearningMedia – Math at the Core: Grade 7 Statistics & Probability,Open Curricula & Teaching Libraries,https://www.pbslearningmedia.org/collection/mathcore/t/grade/mathcore-7/,"Curated collection of Grade 7 statistics and data videos, interactive activities, and lessons from PBS. Culturally responsive and media-rich, ideal for engaging diverse learners.",url_strong:/collection; url_trailing_slash:/; desc_phrase:collection of
r-51,medium,5,Quill: Writing and Grammar Tools,Quill.org,https://www.quill.org/,"Free writing and grammar activities that help students become better writers. Includes sentence combining, proofreading, and grammar practice.",title_weak:tools; url_root:/; url_trailing_slash:/
r-1411,medium,5,Robertson Program — Spatial Reasoning Lessons Collection,Official Ontario & Canadian Curriculum Guides,https://www.oise.utoronto.ca/robertson/spatial-reasoning-toolkit/lessons,"The companion lessons page for the Spatial Reasoning Toolkit, with hands-on activities such as recreating 2D/3D shapes from memory, manipulating unique shapes on a coordinate grid, and building skyscrapers from four perspectives. Strong fit for Grades 7-8 perspective views and coordinate-grid work.",title_strong:collection; title_weak:lessons; url_weak:/lessons
r-1574,medium,5,SaskMath — Indigenous Ways of Knowing: Recommended Resources,SaskMath — Indigenous Ways of Knowing in Mathematics,https://saskmath.ca/indigenous-ways-of-knowing-recommended-resources/,"Western-Canada-grounded annotated list of vetted Indigenous math resources, frequently updated and aligned with the Saskatchewan and (transferable to) Ontario curriculum.",title_weak:resources; url_shallow:/indigenous-ways-of-knowing-recommended-resources/; url_trailing_slash:/; many_expectations:n=4
r-2184,medium,5,Science North Education — Grade 9 Earth and Space Resources,Online Platform,https://schools.sciencenorth.ca/grade-9,"Engaging science activities and experiments meeting Ontario Science and Technology curriculum. Includes lessons like calculating helium balloons needed to reach the edge of space, available for academic and applied streams.",title_weak:resources; url_shallow:/grade-9; desc_phrase:includes lessons
r-2003,medium,5,Science North — Grade 8 Lesson Plans Hub,Ontario-Aligned Platforms,https://schools.sciencenorth.ca/grade-8,"Sudbury-based Science North's Ontario-aligned Grade 8 hub featuring a dedicated Cells lesson with classroom video, student handout, and offline lesson plan.",title_strong:hub; url_shallow:/grade-8
r-95,medium,5,Scotiabank: Financial Literacy Hub,Scotiabank,https://www.scotiabank.com/ca/en/personal/advice-plus/features/articles/financial-literacy.html,"Collection of articles, videos, and tools covering banking basics, saving strategies, and smart spending habits. Canadian-focused content with relevant examples.",title_strong:hub; desc_phrase:collection of
r-94,medium,5,Smarter Than Cash: Digital Money,Better Than Cash Alliance,https://www.smarterthancash.org/resources-students,"Explore the evolution from cash to digital payments. Students learn about debit cards, mobile payments, and online banking security while discussing the future of money.",url_shallow:/resources-students; url_weak:/resources; desc_phrase:explore the
r-1993,medium,5,StudyPug — Ontario Grade 9 Math Curriculum (MTH1W),Open Courseware and Curriculum-Aligned Online Practice,https://www.studypug.com/curriculum/ca/on/math/grade9/,"Curriculum-mapped online lessons and practice problems for every MTH1W expectation, with short video walkthroughs, worked examples, and ""try it"" practice questions. Useful as student remediation or independent practice support.",title_strong:curriculum; url_trailing_slash:/; many_expectations:n=4
r-1171,medium,5,Teacher Resource Cabin — Grade 9 Ontario Math MTH1W Full Semester Bundle,Teaching Units and Workbooks — Paid,https://teacherresourcecabin.com/product/grade-9-ontario-math-mth1w-full-semester/,"Full-semester bundle of six MTH1W units (SEL, Number, Algebra, Data, Geometry & Measurement, Financial Literacy) with workbooks, slide decks, quizzes, and modelling assignments. English and French versions available.",title_strong:bundle; url_trailing_slash:/; many_expectations:n=5
r-2199,medium,5,Teachers Pay Teachers — Ontario Grade 9 Earth and Space Resources,Online Platform,https://www.teacherspayteachers.com/browse?search=ontario+grade+9+science,"Marketplace of teacher-created resources including lesson plans, presentations, assessments, and activities aligned to Ontario Grade 9 curriculum. Many free resources available.",title_weak:resources; url_shallow:/browse; url_strong:/browse
r-1556,medium,5,Teachers Pay Teachers — Stacey's Circle Grade 7 NEW Ontario Math FULL-YEAR Bundle,Teaching Units & Lesson Plans — TPT & Commercial,https://www.teacherspayteachers.com/Product/Grade-7-NEW-Ontario-Math-FULL-YEAR-Bundle-All-Strands-8700193,Alternative full-year Grade 7 Ontario resource with structured coding lessons — teachers pick the bundle that best matches their workflow.,title_strong:bundle; publisher_hint:tpt; many_expectations:n=4
r-2192,medium,5,TED-Ed — Out of This World Collection,Online Platform,https://ed.ted.com/ted_ed_collections/out-of-this-world,"Collection of animated TED-Ed lessons celebrating space and astronomy ideas, covering solar flares, black holes, asteroids, and the Big Bang with customizable classroom features.",title_strong:collection; desc_phrase:collection of
r-1219,medium,5,The Indigenous Mathematics K–12 Network (UBC Faculty of Education),Indigenous-Led Math Programs & Networks,https://indigenous.mathnetwork.educ.ubc.ca/resources/,"Comprehensive resource portal from UBC's Indigenous Math Education Network, with lesson plans, symposium proceedings, and video talks from Indigenous educators. Resources are tagged by math content area so Grade 7–8 teachers can search by strand.",url_shallow:/resources/; url_weak:/resources; url_trailing_slash:/; many_expectations:n=4
r-1414,medium,5,TheLearningExchange — Educator Resources for Mathematics,Official Ontario & Canadian Curriculum Guides,https://math.thelearningexchange.ca/educator-resources/,"Ontario Ministry-affiliated educator portal with curated math resources including transformation demonstrations, coordinate grid tasks, and geometric reasoning video exemplars. Strong Ontario alignment with 2020 curriculum.",title_weak:resources; url_shallow:/educator-resources/; url_trailing_slash:/; many_expectations:n=4
r-1708,medium,5,Transforming Shapes Collection,Transformations & Geometric Congruence,https://classroom.amplify.com/collection/5d9386f6383d2d0c53a026b5,"Complete collection exploring transformations informally and precisely, with activities focused on describing, classifying, and applying translations, reflections, and rotations.",title_strong:collection; url_strong:/collection
r-2026,medium,5,TVO Learn — Grade 8 History and Geography Hub,Ontario-Aligned Teaching Platforms,https://tvolearn.com/pages/grade-8-history-and-geography,"TVO's Ontario-aligned hub for Grade 8 Geography learners and teachers, organized by strand with embedded video, articles, and student tasks tied to the 2018 curriculum.",title_strong:hub; desc_phrase:organized by
r-1589,medium,5,TVO Learn — Mathematics Grades 7-8 (Geometry Unit),Official Ontario Curriculum & Government Resources,https://tvolearn.com/courses/mathematics-grades-7-8,"TVO's high-quality video lessons and interactive activities aligned to Ontario curriculum, covering geometric reasoning with visual demonstrations.",title_strong:unit; url_strong:/courses
r-2280,medium,5,United Nations — Sustainable Development Student Resources,SDG-aligned global citizenship lesson kits,https://www.un.org/sustainabledevelopment/student-resources/,UN portal of student-friendly explainers and downloadable kits on each SDG; pairs well with the strand's responses-to-global-inequalities expectation.,title_strong:unit; title_weak:resources; url_trailing_slash:/
r-2143,medium,5,Upper Canada DSB Virtual Library — Grade 7 Structures,Online Platform,https://vlc.ucdsb.ca/7science/structures,"Upper Canada District School Board's curated LibGuide for Grade 7 Structures and Mechanisms, organized by topic with vetted videos, readings, and interactive resources.",title_strong:library; desc_phrase:organized by
r-1022,medium,5,Upper Canada Virtual Library — Algebra Grade 7 LibGuide,Enrichment and Problem-Based Learning,https://vlc.ucdsb.ca/c.php?g=217765&p=1438239,"Digital library guide curating Grade 7 algebra resources including databases, videos, and websites aligned to Ontario curriculum expectations.",title_strong:library; url_shallow:/c.php
r-1944,medium,5,Upper Canada Virtual Library — Grade 7 New France & BNA LibGuide,Library / Curated Research Guides,https://vlc.ucdsb.ca/c.php?g=156533&p=4838085,"Upper Canada District School Board's Strand-A-specific research portal listing vetted databases, ebooks, and websites for the 1713-1800 era.",title_strong:library; url_shallow:/c.php
r-1452,medium,5,Upper Canada Virtual Library — Grade 8 Financial Literacy LibGuide,Ontario-Aligned Platforms and Units,https://vlc.ucdsb.ca/c.php?g=170735&p=5126313,"Ontario public-board-curated LibGuide for Grade 8 financial literacy with vetted links to curriculum documents, videos, and practice resources.",title_strong:library; url_shallow:/c.php
r-1282,medium,5,Upper Canada Virtual Library — Grade 8 Math Number LibGuide,Ontario-Aligned Platforms,https://vlc.ucdsb.ca/c.php?g=170735&p=1124753,"Upper Canada DSB's Grade 8 math LibGuide aggregating Ontario curriculum expectations, resource material, and homework help links for Number Sense and Operations, including board-vetted tutorials and practice sites.",title_strong:library; url_shallow:/c.php
r-2188,medium,5,Virtual Science Teachers — Earth Science Interactives,Online Platform,https://virtualscienceteachers.org/earth-science/,Collection of interactive simulations and virtual lab experiences designed for earth science instruction without expensive laboratory equipment requirements.,url_shallow:/earth-science/; url_trailing_slash:/; desc_phrase:collection of
r-2054,medium,5,Visual Fractions — Online Calculators & Tools,Interactive Platforms & Virtual Manipulatives,https://visualfractions.com/,"Long-running site (since 1999) offering visual fraction calculators, percent-to-fraction tools, and step-by-step worked examples — useful as a student reference and for differentiating instruction.",title_weak:tools; url_root:/; url_trailing_slash:/
r-33,medium,5,World Geography Games,World Geography Games,https://www.worldgeography.games/,"Interactive map games for learning countries, capitals, physical features, climates, and regions. Builds geographic literacy through gamified practice.",title_weak:games; url_root:/; url_trailing_slash:/
r-1157,medium,5,WRDSB MTH1W Course Resources (Waterloo Region DSB),School Board Curated Sites,https://sites.google.com/wrdsb.ca/mth1w/home,"Comprehensive teacher-facing hub with course planning options (including spiralled approaches), a rich tasks database, Thinking Classroom tasks, and the first-10-days plan for MTH1W.",title_strong:course; title_weak:resources; many_expectations:n=5
r-133,medium,5,You are the Economy,Bank of Canada Museum,www.bankofcanadamuseum.ca/you-are-the-economy/,"You Are the Economy is a set of six lessons and activities that explore economic and financial literacy and are designed to fit within social studies, history, geography, economics, business and career courses",url_trailing_slash:/; desc_phrase:set of; many_expectations:n=7
r-1948,medium,4,2 Peas and a Dog — Grade 7 History Strand A Unit (New France & BNA 1713-1800),Lesson Bundles and Teacher-Created Units,https://www.2peasandadog.com/product/grade-7-history-new-france-and-british-north-america-1713-1800-strand-a,"Comprehensive Ontario-curriculum-aligned 24-lesson unit including readings, audio, slideshows, and assessment rubrics; explicitly mapped to the 2018 (and 2023 update) expectations.",title_strong:unit; many_expectations:n=4
r-2108,medium,4,3Blue1Brown - Mathematics Visualization Channel,Online Platform,https://www.3blue1brown.com/,Professionally animated explanations of mathematical concepts emphasizing visual intuition; excellent for showing how different strands interconnect.,url_root:/; url_trailing_slash:/
r-1255,medium,4,7e année — Mathématiques (Curriculum Ontario),Official Ontario Curriculum Documents in French,https://www.dcp.edu.gov.on.ca/fr/curriculum/elementaire-mathematiques/annee/7e-annee-math,"Grade 7 expectations and learning content in French, with hyperlinked navigation across the five strands. The default reference document for Ontario French-language Grade 7 math teachers.",title_strong:curriculum; many_expectations:n=5
r-69,medium,4,Actively Learn: Interactive Reading,Actively Learn,https://www.activelylearn.com/,"Platform for assigning texts with embedded questions, notes, and media. Students engage with texts through annotations and discussions.",url_root:/; url_trailing_slash:/
r-1820,medium,4,AFEMO — Ressources et formations,French Pedagogical Guides and Teacher Resources,https://afemo.on.ca/ressources/,"AFEMO (Association francophone pour l'enseignement des mathématiques en Ontario) hub with pedagogy articles on growth mindset, error analysis, technology integration, and curriculum implementation in French Ontario contexts.",url_shallow:/ressources/; url_trailing_slash:/; many_expectations:n=5
r-2013,medium,4,Allen Institute — 3D Cell Viewer,Interactive Simulations and Virtual Labs,https://www.allencell.org/3d-cell-viewer.html,"Browser-based 3D viewer of nearly 25,000 individual real human cells from the Allen Institute. Students can rotate, zoom, and adjust contrast on real microscopy data — an authentic enrichment beyond textbook diagrams.",url_shallow:/3d-cell-viewer.html; desc_phrase:browse
r-153,medium,4,Bank of Canada Museum website,Bank of Canada Museum,https://www.bankofcanadamuseum.ca/,"The Bank of Canada Museum website features a number of activities and articles appropriate for Children 10+ related to the history of money in Canada, the Gold Standard and coins.",url_root:/; url_trailing_slash:/
r-2115,medium,4,Bank of Canada Museum — Activities and Games,Canadian Government & Public Agency Resources,https://www.bankofcanadamuseum.ca/learn/activities/,"Interactive money-themed games and printable activity sheets that can be used as warm-ups, stations, or independent practice for F1 expectations.",title_weak:games; title_weak:activities; url_weak:/activities; url_trailing_slash:/
r-2297,medium,4,Begbie Contest Society — Canadian Primary Sources,Government Archives & Primary Sources,https://www.canadianprimarysources.org/primarysources.htm,"Curated collection of 19th-century Canadian political cartoons, photographs, and posters (1850-present) with critical-thinking prompts — invaluable for A2 perspective-analysis and document-based questions.",url_shallow:/primarysources.htm; desc_phrase:collection of
r-1550,medium,4,Brilliant Labs / Labos Créatifs — Maker-Centered Learning,Canadian Coding Organizations & Educator Hubs,https://www.brilliantlabs.ca/,"Atlantic Canadian charity providing free maker-space and coding classroom resources, with grade 7 as its explicit on-ramp cohort for structured coding projects.",url_root:/; url_trailing_slash:/
r-1850,medium,4,Calcul@TICE,"Mental Math, Calcul Mental & Game-based Practice",https://calculatice.ac-lille.fr/,"Mental-math practice platform from Académie de Lille with eight Rallyes covering CP through 3e — useful warm-up resource for Ontario Grade 7 number-sense fluency, with offline mobile app.",url_root:/; url_trailing_slash:/
r-2040,medium,4,Canadian Geographic Education — Indigenous Peoples Atlas of Canada Hub,Indigenous Perspectives on Land and Settlement,https://cangeoeducation.ca/en/maps/indigenous-peoples-atlas-of-canada/,"Canadian Geographic Education's classroom companion to the Indigenous Peoples Atlas, with downloadable lesson plans, inquiry activities, and discussion guides aligned to Grade 7-12 social studies and geography expectations.",title_strong:hub; url_trailing_slash:/
r-45,medium,4,Canadian Museum of History: Learning Resources,Canadian Museum of History,https://www.historymuseum.ca/learn/,"Educational resources exploring Canadian history, Indigenous heritage, and national identity. Includes virtual tours, primary sources, and lesson plans.",title_weak:resources; url_shallow:/learn/; url_trailing_slash:/
r-2041,medium,4,Canadian Museum of Immigration at Pier 21,Canadian Heritage and Migration Storytelling,https://pier21.ca/,"Canada's national museum of immigration providing 2,000+ digitized stories, oral histories, archival images, and teacher lesson plans on Canadian immigration from 1928 onward — strong real-voices source for case studies.",url_root:/; url_trailing_slash:/
r-2021,medium,4,CELLS alive! — Interactive Cell Cycle and Cell Models,"Multimedia, Video, and Engagement Resources",https://www.cellsalive.fun/,"Long-running cell-biology learning resource with step-through interactive animations of the cell cycle, plant and animal cell anatomy, and printable worksheets. A reliable supplement for the cell-division portion of B2.",url_root:/; url_trailing_slash:/
r-1632,medium,4,CEMC Computer Science Circles — Python from Scratch (University of Waterloo),Interactive Coding Platforms,https://cscircles.cemc.uwaterloo.ca/,"Free Python-from-scratch course from the University of Waterloo's CEMC. Auto-graded exercises, code visualizations, and a ""guru"" feature so a teacher can monitor a student's progress. Excellent transition tool for Grade 8 → Grade 9 (MTH1W).",url_root:/; url_trailing_slash:/
r-1140,medium,4,CEMC Courseware – Python from Scratch,Text-Based Coding & Python Resources,https://cemc.uwaterloo.ca/resources/courseware,"University of Waterloo's beginner-friendly Python course that teaches programming concepts without assuming prior knowledge, with mathematical applications woven throughout. No registration required.",title_strong:course; url_weak:/resources
r-1346,medium,4,CEMC Waterloo — Grade 7/8 Mathematics Courseware,CEMC Waterloo & Enrichment,https://cemc.uwaterloo.ca/resources/courseware/grade-7-8-mathematics,"University of Waterloo's CEMC free open courseware generally following the Ontario curriculum for Grades 7 and 8. Includes modules on geometry, measurement (including circles and 3D figures), and the Pythagorean relationship, with concept checks and immediate feedback quizzes.",title_strong:course; url_weak:/resources
r-1184,medium,4,CEMC – Problem of the Week (Data & Probability Problems),CEMC Waterloo & Enrichment,https://www.cemc.uwaterloo.ca/resources/potw.php,"Weekly math problems from the Centre for Education in Mathematics and Computing, grouped by strand and difficulty. Includes rich data-based problems suitable for Grade 7–8 enrichment and classroom warm-ups.",title_weak:problems; url_weak:/resources; desc_phrase:grouped by
r-1835,medium,4,"CEPEO — Cycle intermédiaire (7e, 8e année)",Ontario French-Language Boards & Provincial PD Networks,https://cepeo.on.ca/cycle-intermediaire-7e-8e/,"Conseil des écoles publiques de l'Est de l'Ontario (CEPEO) intermediate cycle hub, curating French-language mathematics teaching resources, transition supports, and parent guides for Grade 7 and 8.",url_shallow:/cycle-intermediaire-7e-8e/; url_trailing_slash:/; many_expectations:n=4
r-71,medium,4,CIVIX: Student Vote and Civic Education,CIVIX,https://www.civix.ca/,"Canada's leading civic education organization. Resources on democracy, elections, government structure, and active citizenship for young Canadians.",url_root:/; url_trailing_slash:/
r-1525,medium,4,Code for Fun — Middle School Lesson Plans & Resources,Unplugged & Enrichment Coding Activities,https://www.codeforfun.com/LessonPlans/,Free resource library with middle school coding lesson plans emphasizing problem-solving and algorithmic thinking; includes both introductory and enrichment activities suitable for Grade 7.,title_weak:resources; url_shallow:/lessonplans/; url_trailing_slash:/
r-1531,medium,4,Code.org — Nested Loops (Course F Lesson 8),Interactive Coding Platforms,https://curriculum.code.org/csf-1718/coursef/8/,"Self-paced puzzle sequence that introduces nested loops — a core Grade 7 concept — with an accompanying teacher lesson plan, discussion prompts, and student assessment rubric.",title_strong:course; url_trailing_slash:/
r-14,medium,4,Consumer Ed: Smart Shopping Skills,Consumer Education Canada,https://www.consumered.ca/teachers,"Lessons on consumer awareness including understanding advertising, comparing prices, and making informed purchasing decisions. Includes activities analyzing real ads and promotions.",url_shallow:/teachers; desc_phrase:includes activities
r-1983,medium,4,CTA Math (TDSB Central Tech) — Grade 9 MTH1W Course Page,Ontario School Board and Teacher Hubs,https://sites.google.com/tdsb.on.ca/ctamath/grade-9,"Central Toronto Academy math department's MTH1W landing page providing semester pacing, unit packages, review handouts, and course expectations — a representative example of an urban TDSB-school MTH1W implementation.",title_strong:course; many_expectations:n=4
r-1931,medium,4,Curriculum and Resources Portal — Grade 7 History (Strand A),Official Curriculum Documents,https://www.dcp.edu.gov.on.ca/en/curriculum/elementary-history-and-geography/grades/g7-history/strand-a,Ontario Ministry's official curriculum portal page giving overall and specific expectations for Grade 7 History Strand A with embedded teacher prompts and student response examples.,title_strong:curriculum; title_weak:resources
r-1843,medium,4,Cybersavoir CSSDM — Mathématique au secondaire (Ressources),Quebec Francophone Platforms (used cross-border in Ontario classrooms),https://cybersavoir.cssdm.gouv.qc.ca/mat-sec/category/ressources/,"Centre de services scolaire de Montréal's secondary-math resource hub: regularly updated curated links, digital task ideas, and integration tips suitable for adapting to Ontario intermediate classrooms.",url_strong:/category; url_trailing_slash:/; many_expectations:n=4
r-63,medium,4,Data Literacy Training,Statistics Canada,https://www.statcan.gc.ca/en/wtc/data-literacy,"Data Literacy Training in a variety of formats, including text, activities and video. Intended for beginner adults but may be useful to advance Grade 9s.",desc_phrase:variety of; many_expectations:n=6
r-1247,medium,4,Data Management Unit — Grade 7 Ontario (Teachers Pay Teachers),Teaching Units & Lesson Plans,https://www.teacherspayteachers.com/Product/Data-Management-Math-unit-Grade-7-UPDATED-Ontario-Curriculum-3654023,"Comprehensive NO-PREP Data Management unit with lessons, practice worksheets, interactive activities, math centres, and assessments covering Ontario expectations.",title_strong:unit; many_expectations:n=4
r-1196,medium,4,Desmos Classroom — Budgeting and Financial Decision-Making Activities,Interactive Digital Platforms,https://classroom.desmos.com,"Interactive Desmos activities where students create and modify budgets, exploring how changes in income and expenses affect financial outcomes using interactive graphing tools.",title_weak:activities; url_root:/
r-1751,medium,4,Desmos Graphing Calculator,Interactive Tools & Core Mathematical Practices,https://www.desmos.com/calculator,"Free browser-based graphing calculator enabling students to graph functions, plot points, visualize algebraic equations, add sliders, and animate graphs. Teachers across the world use this tool to make lessons interactive and help students explore mathematical relationships.",url_shallow:/calculator; desc_phrase:browse
r-1562,medium,4,Ditch That Textbook — Google CS First: Free Interactive Coding Lessons for Your Class,Practitioner Guides & Cross-Platform How-Tos,https://ditchthattextbook.com/google-cs-first/,"Widely read educator blog post demystifying the rollout of Google CS First in a middle-school classroom, with setup tips, classroom management, and differentiation ideas.",title_weak:lessons; url_shallow:/google-cs-first/; url_trailing_slash:/
r-2257,medium,4,Ducks Unlimited Canada — Wetlands 101,Industry & Sector-Specific Education Programs,https://wetlands-101.ducks.ca/,"Interactive site introducing wetland ecology, ecosystem services, and conservation, ideal for natural-resource sustainability lessons in the Grade 7 Geography classroom.",url_root:/; url_trailing_slash:/
r-1497,medium,4,Enriched Academy — SmartStart (Junior High Financial Literacy),Canadian Financial Literacy Programs,https://enrichedacademy.com/,"SmartStart is Enriched Academy's junior-high financial literacy program — five 30–40 minute modules with videos, levelled lesson plans, and reflection prompts. Canadian curriculum alignment and well-suited to Grade 8 Strand F.",url_root:/; url_trailing_slash:/
r-1318,medium,4,EQAO Grade 9 Assessment Framework,Ontario-Aligned Standardized Assessment Platforms,https://www.eqao.com/framework-grade9-assessment-of-mathematics/,The official assessment blueprint showing the distribution of questions across MTH1W strands. Grade 7–8 teachers use this to understand item difficulty and cognitive demand students will encounter in secondary.,url_shallow:/framework-grade9-assessment-of-mathematics/; url_trailing_slash:/; many_expectations:n=4
r-1978,medium,4,EQAO — Grade 9 Assessment of Mathematics: Released Questions 2024,Official Ontario Curriculum and Ministry Pages,https://www.eqao.com/math-resource-released-questions-g9-24/,"Most recent EQAO Grade 9 Assessment of Mathematics released questions package, including provincial response data, scoring guides, and student work samples — useful for diagnostic use and validating MTH1W programme alignment.",url_shallow:/math-resource-released-questions-g9-24/; url_trailing_slash:/; many_expectations:n=5
r-2035,medium,4,Esri ArcGIS StoryMaps Gallery,"Mapping, GIS, and Visualization Tools",https://storymaps.arcgis.com/,Esri ArcGIS StoryMaps platform for student-created interactive map narratives; the public gallery includes existing exemplar stories on global migration and sustainable cities suitable for jigsaw-style inquiry assignments.,url_root:/; url_trailing_slash:/
r-1651,medium,4,ETFO Members Sharing in Assessment — Intermediate Rubrics,Official Ontario Curriculum & Achievement-Chart Documents,https://etfoassessment.ca/tools/intermediate/rubrics/,"ETFO's curated bank of teacher-tested rubrics for intermediate math, organized by task type. A complement to the diagnostic/formative tools page already in the database.",url_weak:/tools; url_trailing_slash:/; desc_phrase:organized by
r-1323,medium,4,ETFO — Choosing the Right Assessment Tool,Diagnostic & Pre-Unit Assessment Tools,https://etfoassessment.ca/choosing-the-right-assessment-tool/,ETFO's guide to selecting an appropriate assessment tool based on instructional purpose. Invaluable companion to the formative/diagnostic tasks repository for Ontario intermediate math teachers.,url_shallow:/choosing-the-right-assessment-tool/; url_trailing_slash:/; many_expectations:n=4
r-93,medium,4,EVERFI: Financial Literacy Modules,EVERFI,https://www.everfi.com/courses/financial-literacy,"Interactive digital courses covering banking, credit, investing, and financial planning. Gamified approach with assessments and teacher dashboards for progress monitoring.",title_weak:modules; url_strong:/courses; many_expectations:n=5
r-1464,medium,4,FDIC Money Smart for Young People — Grades 6-8 Curriculum,Practice Platforms and Teaching Units,https://www.fdic.gov/consumer-resource-center/grades-6-8,"Free 12-lesson FDIC Money Smart curriculum for Grades 6-8 including slides, educator guides, and student handouts; strong fit for Grade 8 F1.2/F1.3/F1.6 expectations (note: US examples — adapt currency references for Canadian context).",title_strong:curriculum; many_expectations:n=4
r-1112,medium,4,Financial Literacy Ontario (F1) – Grade 7 Unit (TPT),Teaching Resources (TPT & Commercial),https://www.teacherspayteachers.com/Product/Financial-Literacy-Ontario-F1-Grade-7-2020-Math-Curriculum-editable-5943779,"An editable Grade 7 math unit plan for Ontario Strand F1 covering budgeting, interest rates, exchange rates, and factors affecting financial decisions, with lesson slides, practice activities, and assessments.",title_strong:unit; publisher_hint:tpt
r-1127,medium,4,Fishtank Learning – Grade 7 Statistics Unit,Teaching Units & Lesson Plans,https://www.fishtanklearning.org/curriculum/math/7th-grade/statistics/,"A free, rigorous statistics unit where students investigate sampling to make inferences about larger populations. Includes hands-on activities for random sampling, calculations of mean and MAD, and comparing populations using sample data.",title_strong:unit; url_trailing_slash:/
r-1128,medium,4,Fishtank Learning – Grade 8 Bivariate Data Unit,Teaching Units & Lesson Plans,https://www.fishtanklearning.org/curriculum/math/8th-grade/bivariate-data/,"A free unit where Grade 8 students explore patterns of association in bivariate data, construct scatter plots, analyse two-way tables, and determine associations between categorical variables.",title_strong:unit; url_trailing_slash:/
r-1755,medium,4,Fishtank Learning — 7th Grade Math: Equations & Inequalities Unit,Open Curricula & Lesson Sequences,https://www.fishtanklearning.org/curriculum/math/7th-grade/equations-and-inequalities/,"Free Fishtank Learning unit with 14 lessons explicitly sequenced from concrete (tape diagrams) to abstract (algebraic manipulation), including diagnostic and exit tickets for every lesson.",title_strong:unit; url_trailing_slash:/
